2017-09-11 18:21:41,684 INFO  [Log] 清空日志成功！ 
2017-09-11 18:21:42,204 INFO  [Log] 测试接口的传入json数据：{"city1":"深圳","gender":0,"phone":13714672776,"regionId":813395,"contact":"Init","latitude":22.408965,"addressNaviId":18039,"room1":"InitAddress","village":"东角山","addressBuildingId":256,"building":"自动化测试楼栋C栋（勿删）","longitude":113.826119} 
2017-09-11 18:21:42,259 INFO  [Log] 测试接口返回:{"statusCode":0,"msg":"成功","data":{"id":16720,"phone":"13714672776","contact":"Init","gender":0,"village":"东角山","building":"自动化测试楼栋C栋（勿删）","room":"","address":"深圳市南山区东角山自动化测试楼栋C栋（勿删）InitAddress","buy_way":0,"defaultAddr":true,"regionId":813395,"city1":"深圳市南山区","room1":"InitAddress","latitude":22.408965,"longitude":113.826119,"isValidate":0,"addressBuildingId":256,"addressNaviId":18039,"realVillage":"东角山"},"success":true} 
2017-09-11 18:21:42,260 INFO  [Log] +++++++++++++++++结束调用postJson++++++++++++++++++++++ 
2017-09-11 18:21:42,260 INFO  [Log] +++++++++++++++++结束调用增加地址接口++++++++++++++++++++++ 
2017-09-11 18:21:42,264 INFO  [Log] =========================表格测试数据读取开始========================= 
2017-09-11 18:21:42,264 INFO  [Log] 测试数据表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,264 INFO  [Log] 读取sheet: buyprocess 
2017-09-11 18:21:42,315 INFO  [Log] jsonParam(将自动化商品1添加到购物车)：{"dealId":991824,"odLabelId":"-1","limitFlag":false,"selected":false,"specId":924116,"dealCount":1} 
2017-09-11 18:21:42,315 INFO  [Log] expectValue：允许购买 
2017-09-11 18:21:42,315 INFO  [Log] --------------------第1组测试数据-------------------- 
2017-09-11 18:21:42,316 INFO  [Log] jsonParam(将自动化商品1添加到购物车)：{"dealId":991824,"odLabelId":"-1","limitFlag":false,"selected":false,"specId":924116,"dealCount":0} 
2017-09-11 18:21:42,316 INFO  [Log] expectValue：商品数量不能为0 
2017-09-11 18:21:42,316 INFO  [Log] --------------------第2组测试数据-------------------- 
2017-09-11 18:21:42,316 INFO  [Log] jsonParam(将自动化商品1添加到购物车)：{"dealId":991824,"odLabelId":"-1","limitFlag":false,"selected":false,"specId":924116,"dealCount":-1} 
2017-09-11 18:21:42,316 INFO  [Log] expectValue：购买数量不能为负数 
2017-09-11 18:21:42,316 INFO  [Log] --------------------第3组测试数据-------------------- 
2017-09-11 18:21:42,316 INFO  [Log] jsonParam(将自动化商品1添加到购物车)：{"dealId":991824,"odLabelId":"-1","limitFlag":false,"selected":false,"specId":924116,"dealCount":1000} 
2017-09-11 18:21:42,316 INFO  [Log] expectValue：没有足够的库存 
2017-09-11 18:21:42,316 INFO  [Log] --------------------第4组测试数据-------------------- 
2017-09-11 18:21:42,316 INFO  [Log] =========================表格测试数据读取结束========================= 
2017-09-11 18:21:42,322 INFO  [Log] 清空购物车 
2017-09-11 18:21:42,322 INFO  [Log] =========================测试环境数据读取开始========================= 
2017-09-11 18:21:42,322 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,322 INFO  [Log] 读取sheet: config 
2017-09-11 18:21:42,360 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:42,361 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:42,361 INFO  [Log] 登录手机号码：13714672776 
2017-09-11 18:21:42,361 INFO  [Log] 登陆验证码：1234 
2017-09-11 18:21:42,361 INFO  [Log] 推荐码：13714672774 
2017-09-11 18:21:42,361 INFO  [Log] =========================测试环境数据读取结束========================= 
2017-09-11 18:21:42,361 INFO  [Log] =========================接口信息读取开始========================= 
2017-09-11 18:21:42,361 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,361 INFO  [Log] 读取sheet: api 
2017-09-11 18:21:42,433 INFO  [Log] 清空购物车接口: /ja/user/v3/od/clear/cart，在表格的第2行 
2017-09-11 18:21:42,433 INFO  [Log] =========================接口信息读取结束========================= 
2017-09-11 18:21:42,433 INFO  [Log] +++++++++++++++++开始调用Login获取token++++++++++++++++++++++ 
2017-09-11 18:21:42,433 INFO  [Log] =========================测试环境数据读取开始========================= 
2017-09-11 18:21:42,433 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,433 INFO  [Log] 读取sheet: config 
2017-09-11 18:21:42,465 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:42,465 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:42,465 INFO  [Log] 登录手机号码：13714672776 
2017-09-11 18:21:42,465 INFO  [Log] 登陆验证码：1234 
2017-09-11 18:21:42,465 INFO  [Log] 推荐码：13714672774 
2017-09-11 18:21:42,465 INFO  [Log] =========================测试环境数据读取结束========================= 
2017-09-11 18:21:42,466 INFO  [Log] =========================接口信息读取开始========================= 
2017-09-11 18:21:42,466 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,466 INFO  [Log] 读取sheet: api 
2017-09-11 18:21:42,495 INFO  [Log] 登录接口: /v2/regist/code，在表格的第1行 
2017-09-11 18:21:42,495 INFO  [Log] =========================接口信息读取结束========================= 
2017-09-11 18:21:42,495 INFO  [Log] +++++++++++++++++开始调用postJsonToken++++++++++++++++++++++ 
2017-09-11 18:21:42,498 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:42,499 INFO  [Log] 测试接口：/v2/regist/code 
2017-09-11 18:21:42,499 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:42,499 INFO  [Log] 测试接口的传入json数据：{"introducerCode":"13714672774","code":"1234","phone":"13714672776"} 
2017-09-11 18:21:42,788 INFO  [Log] 测试接口返回:{"statusCode":0,"msg":"登录成功","id":"73993","type":0,"token":"6282b0ee-1c9e-41d0-ba71-49a125566ae6","expiresIn":21600,"openId":"00046e4077b75f803de6a6d28bbf5b7e","pass":"b-0d14-e9c","newUser":false,"success":true} 
2017-09-11 18:21:42,788 INFO  [Log] +++++++++++++++++结束调用postJsonToken++++++++++++++++++++++ 
2017-09-11 18:21:42,788 INFO  [Log] +++++++++++++++++结束调用Login++++++++++++++++++++++ 
2017-09-11 18:21:42,788 INFO  [Log] +++++++++++++++++开始调用delete++++++++++++++++++++++ 
2017-09-11 18:21:42,790 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:42,790 INFO  [Log] 测试接口：/ja/user/v3/od/clear/cart 
2017-09-11 18:21:42,790 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:42,790 INFO  [Log] 用户登录token:6282b0ee-1c9e-41d0-ba71-49a125566ae6 
2017-09-11 18:21:42,829 INFO  [Log] 测试接口返回:{"statusCode":0,"cart":{"cartDealers":[],"cartDealPromotions":[],"cartMyCoupons":[],"totalPriceInCart":0.0,"dealPromotionAmount":0.0,"couponAmount":0.0,"payAmount":0.0,"expressFee":0.0,"dealCounts":0,"hasPreBuy":false,"hasNonePreBuy":false,"selected":true,"hasGiftGroup":0,"hasCrossBorderEcommerce":false},"success":true} 
2017-09-11 18:21:42,829 INFO  [Log] +++++++++++++++++结束调用delete++++++++++++++++++++++ 
2017-09-11 18:21:42,829 INFO  [Log] 清空购物车成功!{"statusCode":0,"cart":{"cartDealers":[],"cartDealPromotions":[],"cartMyCoupons":[],"totalPriceInCart":0.0,"dealPromotionAmount":0.0,"couponAmount":0.0,"payAmount":0.0,"expressFee":0.0,"dealCounts":0,"hasPreBuy":false,"hasNonePreBuy":false,"selected":true,"hasGiftGroup":0,"hasCrossBorderEcommerce":false},"success":true} 
2017-09-11 18:21:42,833 INFO  [Log] +++++++++++++++++开始调用购买商品接口++++++++++++++++++++++ 
2017-09-11 18:21:42,833 INFO  [Log] =========================测试环境数据读取开始========================= 
2017-09-11 18:21:42,833 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,833 INFO  [Log] 读取sheet: config 
2017-09-11 18:21:42,858 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:42,858 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:42,858 INFO  [Log] 登录手机号码：13714672776 
2017-09-11 18:21:42,858 INFO  [Log] 登陆验证码：1234 
2017-09-11 18:21:42,858 INFO  [Log] 推荐码：13714672774 
2017-09-11 18:21:42,858 INFO  [Log] =========================测试环境数据读取结束========================= 
2017-09-11 18:21:42,858 INFO  [Log] =========================接口信息读取开始========================= 
2017-09-11 18:21:42,858 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,858 INFO  [Log] 读取sheet: api 
2017-09-11 18:21:42,881 INFO  [Log] 添加商品到购物车接口: /ja/user/v3/od/deal/buy，在表格的第11行 
2017-09-11 18:21:42,881 INFO  [Log] =========================接口信息读取结束========================= 
2017-09-11 18:21:42,882 INFO  [Log] +++++++++++++++++开始调用Login获取token++++++++++++++++++++++ 
2017-09-11 18:21:42,882 INFO  [Log] =========================测试环境数据读取开始========================= 
2017-09-11 18:21:42,882 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,882 INFO  [Log] 读取sheet: config 
2017-09-11 18:21:42,909 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:42,909 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:42,910 INFO  [Log] 登录手机号码：13714672776 
2017-09-11 18:21:42,910 INFO  [Log] 登陆验证码：1234 
2017-09-11 18:21:42,910 INFO  [Log] 推荐码：13714672774 
2017-09-11 18:21:42,910 INFO  [Log] =========================测试环境数据读取结束========================= 
2017-09-11 18:21:42,910 INFO  [Log] =========================接口信息读取开始========================= 
2017-09-11 18:21:42,910 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:42,910 INFO  [Log] 读取sheet: api 
2017-09-11 18:21:42,974 INFO  [Log] 登录接口: /v2/regist/code，在表格的第1行 
2017-09-11 18:21:42,974 INFO  [Log] =========================接口信息读取结束========================= 
2017-09-11 18:21:42,974 INFO  [Log] +++++++++++++++++开始调用postJsonToken++++++++++++++++++++++ 
2017-09-11 18:21:42,976 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:42,976 INFO  [Log] 测试接口：/v2/regist/code 
2017-09-11 18:21:42,976 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:42,976 INFO  [Log] 测试接口的传入json数据：{"introducerCode":"13714672774","code":"1234","phone":"13714672776"} 
2017-09-11 18:21:43,280 INFO  [Log] 测试接口返回:{"statusCode":0,"msg":"登录成功","id":"73993","type":0,"token":"3cd37892-d11d-421e-8a5b-10e0136e6785","expiresIn":21600,"openId":"00046e4077b75f803de6a6d28bbf5b7e","pass":"8-e124-d11","newUser":false,"success":true} 
2017-09-11 18:21:43,280 INFO  [Log] +++++++++++++++++结束调用postJsonToken++++++++++++++++++++++ 
2017-09-11 18:21:43,280 INFO  [Log] +++++++++++++++++结束调用Login++++++++++++++++++++++ 
2017-09-11 18:21:43,280 INFO  [Log] +++++++++++++++++开始调用postJson++++++++++++++++++++++ 
2017-09-11 18:21:43,282 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:43,282 INFO  [Log] 测试接口：/ja/user/v3/od/deal/buy 
2017-09-11 18:21:43,282 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:43,282 INFO  [Log] 用户登录token:3cd37892-d11d-421e-8a5b-10e0136e6785 
2017-09-11 18:21:43,282 INFO  [Log] 测试接口的传入json数据：{"specId":924116,"limitFlag":false,"dealId":991824,"dealCount":1,"selected":false,"odLabelId":"-1"} 
2017-09-11 18:21:43,340 INFO  [Log] 测试接口返回:{"statusCode":0,"msg":"允许购买","data":{"deal":{"deal_id":991824,"name":"自动化测试商品1","dealType":0,"dealerId":950673,"dealerName":"张化测试小店（东角山）","marketUnitPrice":2.0,"unitPrice":2.0,"unit":"8","giftUnitPrice":2.0,"desc":"","sold":0,"img":"http://release-console.jh920.com/deal_imgs/2017-04/D700069.jpg!thumbnail","score":4.3182,"cc":22,"goode":18,"bad":0,"general":0,"big_img":"http://release-console.jh920.com/deal_imgs/2017-04/D700069.jpg!big","button_name":"售罄","store":15,"limit":0,"origin":"","specs":[{"id":924116,"price":2.0,"stock":15,"desc":"250G","purchaseCount":0,"priceText":"2.00","skillPrice":0.0,"skillPriceText":"0.00"}],"expressFee":0.0,"activity_id":-1,"deal_deal_id":962035,"categoryId":559,"realName":"自动化测试商品1","marketUnitPriceText":"2.00","unitPriceText":"2.00","giftUnitPriceText":"2.00","isSeckillRemind":false,"barcode":"700069","dealerOpenStatus":1,"odLabelId":"-1","dealStatusImg":"http://release-image.thy360.com/images/deal/temp/623a7ee0-151f-11e7-acb9-52540039b75b.png","odOpenStatus":1,"type":1,"unitPoint":0,"promotionPoint":0,"sellingPrice":0.0,"bundleCount":0,"bundleList":[],"activityPrice":2.0,"url":"http://release-console.jh920.com/deal_imgs/2017-04/D700069.jpg!thumbnail","gift":false,"fee":0.0,"bundle":false},"limitFlag":true,"cartDealCount":1},"success":true} 
2017-09-11 18:21:43,340 INFO  [Log] +++++++++++++++++结束调用postJson++++++++++++++++++++++ 
2017-09-11 18:21:43,340 INFO  [Log] +++++++++++++++++结束调用购买商品接口++++++++++++++++++++++ 
2017-09-11 18:21:43,343 INFO  [Log] 清空购物车 
2017-09-11 18:21:43,343 INFO  [Log] =========================测试环境数据读取开始========================= 
2017-09-11 18:21:43,343 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:43,343 INFO  [Log] 读取sheet: config 
2017-09-11 18:21:43,368 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:43,368 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:43,368 INFO  [Log] 登录手机号码：13714672776 
2017-09-11 18:21:43,369 INFO  [Log] 登陆验证码：1234 
2017-09-11 18:21:43,369 INFO  [Log] 推荐码：13714672774 
2017-09-11 18:21:43,369 INFO  [Log] =========================测试环境数据读取结束========================= 
2017-09-11 18:21:43,369 INFO  [Log] =========================接口信息读取开始========================= 
2017-09-11 18:21:43,369 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:43,369 INFO  [Log] 读取sheet: api 
2017-09-11 18:21:43,393 INFO  [Log] 清空购物车接口: /ja/user/v3/od/clear/cart，在表格的第2行 
2017-09-11 18:21:43,393 INFO  [Log] =========================接口信息读取结束========================= 
2017-09-11 18:21:43,393 INFO  [Log] +++++++++++++++++开始调用Login获取token++++++++++++++++++++++ 
2017-09-11 18:21:43,394 INFO  [Log] =========================测试环境数据读取开始========================= 
2017-09-11 18:21:43,394 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:43,394 INFO  [Log] 读取sheet: config 
2017-09-11 18:21:43,419 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:43,419 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:43,419 INFO  [Log] 登录手机号码：13714672776 
2017-09-11 18:21:43,419 INFO  [Log] 登陆验证码：1234 
2017-09-11 18:21:43,419 INFO  [Log] 推荐码：13714672774 
2017-09-11 18:21:43,419 INFO  [Log] =========================测试环境数据读取结束========================= 
2017-09-11 18:21:43,419 INFO  [Log] =========================接口信息读取开始========================= 
2017-09-11 18:21:43,420 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:43,420 INFO  [Log] 读取sheet: api 
2017-09-11 18:21:43,449 INFO  [Log] 登录接口: /v2/regist/code，在表格的第1行 
2017-09-11 18:21:43,449 INFO  [Log] =========================接口信息读取结束========================= 
2017-09-11 18:21:43,449 INFO  [Log] +++++++++++++++++开始调用postJsonToken++++++++++++++++++++++ 
2017-09-11 18:21:43,452 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:43,453 INFO  [Log] 测试接口：/v2/regist/code 
2017-09-11 18:21:43,453 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:43,453 INFO  [Log] 测试接口的传入json数据：{"introducerCode":"13714672774","code":"1234","phone":"13714672776"} 
2017-09-11 18:21:43,763 INFO  [Log] 测试接口返回:{"statusCode":0,"msg":"登录成功","id":"73993","type":0,"token":"8abb3042-5c97-42e3-ace5-5d07e9fc08c5","expiresIn":21600,"openId":"00046e4077b75f803de6a6d28bbf5b7e","pass":"a-3e24-79c","newUser":false,"success":true} 
2017-09-11 18:21:43,763 INFO  [Log] +++++++++++++++++结束调用postJsonToken++++++++++++++++++++++ 
2017-09-11 18:21:43,763 INFO  [Log] +++++++++++++++++结束调用Login++++++++++++++++++++++ 
2017-09-11 18:21:43,763 INFO  [Log] +++++++++++++++++开始调用delete++++++++++++++++++++++ 
2017-09-11 18:21:43,765 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:43,765 INFO  [Log] 测试接口：/ja/user/v3/od/clear/cart 
2017-09-11 18:21:43,765 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:43,765 INFO  [Log] 用户登录token:8abb3042-5c97-42e3-ace5-5d07e9fc08c5 
2017-09-11 18:21:43,828 INFO  [Log] 测试接口返回:{"statusCode":0,"cart":{"cartDealers":[],"cartDealPromotions":[],"cartMyCoupons":[],"totalPriceInCart":0.0,"dealPromotionAmount":0.0,"couponAmount":0.0,"payAmount":0.0,"expressFee":0.0,"dealCounts":0,"hasPreBuy":false,"hasNonePreBuy":false,"selected":true,"hasGiftGroup":0,"hasCrossBorderEcommerce":false},"success":true} 
2017-09-11 18:21:43,828 INFO  [Log] +++++++++++++++++结束调用delete++++++++++++++++++++++ 
2017-09-11 18:21:43,828 INFO  [Log] 清空购物车成功!{"statusCode":0,"cart":{"cartDealers":[],"cartDealPromotions":[],"cartMyCoupons":[],"totalPriceInCart":0.0,"dealPromotionAmount":0.0,"couponAmount":0.0,"payAmount":0.0,"expressFee":0.0,"dealCounts":0,"hasPreBuy":false,"hasNonePreBuy":false,"selected":true,"hasGiftGroup":0,"hasCrossBorderEcommerce":false},"success":true} 
2017-09-11 18:21:43,829 INFO  [Log] 清空购物车 
2017-09-11 18:21:43,829 INFO  [Log] =========================测试环境数据读取开始========================= 
2017-09-11 18:21:43,829 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:43,829 INFO  [Log] 读取sheet: config 
2017-09-11 18:21:43,854 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:43,855 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:43,855 INFO  [Log] 登录手机号码：13714672776 
2017-09-11 18:21:43,855 INFO  [Log] 登陆验证码：1234 
2017-09-11 18:21:43,855 INFO  [Log] 推荐码：13714672774 
2017-09-11 18:21:43,855 INFO  [Log] =========================测试环境数据读取结束========================= 
2017-09-11 18:21:43,855 INFO  [Log] =========================接口信息读取开始========================= 
2017-09-11 18:21:43,855 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:43,855 INFO  [Log] 读取sheet: api 
2017-09-11 18:21:43,875 INFO  [Log] 清空购物车接口: /ja/user/v3/od/clear/cart，在表格的第2行 
2017-09-11 18:21:43,875 INFO  [Log] =========================接口信息读取结束========================= 
2017-09-11 18:21:43,875 INFO  [Log] +++++++++++++++++开始调用Login获取token++++++++++++++++++++++ 
2017-09-11 18:21:43,875 INFO  [Log] =========================测试环境数据读取开始========================= 
2017-09-11 18:21:43,875 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:43,875 INFO  [Log] 读取sheet: config 
2017-09-11 18:21:43,894 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:43,894 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:43,894 INFO  [Log] 登录手机号码：13714672776 
2017-09-11 18:21:43,894 INFO  [Log] 登陆验证码：1234 
2017-09-11 18:21:43,894 INFO  [Log] 推荐码：13714672774 
2017-09-11 18:21:43,894 INFO  [Log] =========================测试环境数据读取结束========================= 
2017-09-11 18:21:43,894 INFO  [Log] =========================接口信息读取开始========================= 
2017-09-11 18:21:43,894 INFO  [Log] 配置文件表格：C:\Users\Administrator\eclipse-workspace\api_automation\api\ExcelForData\testData.xlsx 
2017-09-11 18:21:43,894 INFO  [Log] 读取sheet: api 
2017-09-11 18:21:43,928 INFO  [Log] 登录接口: /v2/regist/code，在表格的第1行 
2017-09-11 18:21:43,929 INFO  [Log] =========================接口信息读取结束========================= 
2017-09-11 18:21:43,929 INFO  [Log] +++++++++++++++++开始调用postJsonToken++++++++++++++++++++++ 
2017-09-11 18:21:43,931 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:43,931 INFO  [Log] 测试接口：/v2/regist/code 
2017-09-11 18:21:43,931 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:43,931 INFO  [Log] 测试接口的传入json数据：{"introducerCode":"13714672774","code":"1234","phone":"13714672776"} 
2017-09-11 18:21:44,229 INFO  [Log] 测试接口返回:{"statusCode":0,"msg":"登录成功","id":"73993","type":0,"token":"11df8c61-22a4-4e75-97f4-eca734a55570","expiresIn":21600,"openId":"00046e4077b75f803de6a6d28bbf5b7e","pass":"9-57e4-4a2","newUser":false,"success":true} 
2017-09-11 18:21:44,229 INFO  [Log] +++++++++++++++++结束调用postJsonToken++++++++++++++++++++++ 
2017-09-11 18:21:44,229 INFO  [Log] +++++++++++++++++结束调用Login++++++++++++++++++++++ 
2017-09-11 18:21:44,229 INFO  [Log] +++++++++++++++++开始调用delete++++++++++++++++++++++ 
2017-09-11 18:21:44,231 INFO  [Log] 测试服务器：http://release.thy360.com 
2017-09-11 18:21:44,232 INFO  [Log] 测试接口：/ja/user/v3/od/clear/cart 
2017-09-11 18:21:44,232 INFO  [Log] 测试社区：813395 
2017-09-11 18:21:44,232 INFO  [Log] 用户登录token:11df8c61-22a4-4e75-97f4-eca734a55570 
2017-09-11 18:21:44,274 INFO  [Log] 测试接口返回:{"statusCode":0,"cart":{"cartDealers":[],"cartDealPromotions":[],"cartMyCoupons":[],"totalPriceInCart":0.0,"dealPromotionAmount":0.0,"couponAmount":0.0,"payAmount":0.0,"expressFee":0.0,"dealCounts":0,"hasPreBuy":false,"hasNonePreBuy":false,"selected":true,"hasGiftGroup":0,"hasCrossBorderEcommerce":false},"success":true} 
2017-09-11 18:21:44,274 INFO  [Log] +++++++++++++++++结束调用delete++++++++++++++++++++++ 
